,Unnamed: 0,address,categories,city,country,latitude,longitude,name,postalCode,province,websites
3699,3699,7850 Mentor Ave,Fast Food Restaurant,Mentor,US,41.661075,-81.36077900000001,Chick-fil-A,44060,OH,"http://chick-fil-a.com/greatlakesmall,https://www.chick-fil-a.com/Locations/OH/Great-Lakes-Mall"
3700,3700,1500 Polaris Pkwy,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Columbus,US,40.145446,-82.980637,Chick-fil-A,43240,OH,http://chick-fil-a.com/polaris
3701,3701,7401 Market St,Fast Food Restaurant,Youngstown,US,41.021026,-80.662723,Chick-fil-A,44512,OH,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/southernpark"
3726,3726,2205 Versailles Rd,Fast Food,Lexington,US,38.047396,-84.549367,KFC,40504,KY,http://kfc.com
3790,3790,4835 N Austin Ave,Fast Food,Chicago,US,41.968476,-87.778101,KFC,60630,IL,http://kfc.com/
4053,4053,5668 Baltimore National Pike,Fast Food Restaurant,Catonsville,US,39.288587,-76.72975100000001,Chick-fil-A,21228,MD,"http://www.chick-fil-a.com/ingleside,http://www.chick-fil-a.com"
4054,4054,8867 Belair Rd,Fast Food Restaurant,Nottingham,US,39.397186,-76.481889,Chick-fil-A,21236,MD,"http://www.chick-fil-a.com/perryhallshoppingcenter,http://www.chick-fil-a.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJf9hNLYA_cY8x15e9E2OdcxOu3ukrXdI90Zwm3tgiefzKpcyD6i9aHeH2dQTliJmh4FS6booAl0MUe3AX31v8q84tsZ8PeHNy8XVjyt-cjTSgmvJtDfmFJJPh2tozWCx8F9aMZ-Bz1lSxGGuLuuHMRw4--en_-bjwlwSSI4yEehMulp2VyeCYgDsLzWWcCNzWrtNv6RXTBIf_IXN5bdlX9zvWIyF5TQhFx-Zn9Lq6PcHcqUQdcZoPXkGOG7y4LbkJpGOEHI51fQtdb4VKUWGRsTpBrDJKuadCe02uzIe86PQc-fXIdsMjV9NCSPUXM3dcurHyrH_RJImnULe9B16VWj7h5vNEWQI-&placement=listing_profile&cs_user=unknown&cs_session=fe2c9a2d67e0595a0b704598a26deb66a67bdbb4"
4055,4055,7010 Youree Dr,Fast Food Restaurants,Shreveport,US,32.442777,-93.718342,Chick-fil-A,71105,LA,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/youreedrive"
4056,4056,197 Westbank Expy,Fast Food Restaurant,Gretna,US,29.922184,-90.04190899999999,Chick-fil-A,70053,LA,http://www.chick-fil-a.com/oakwoodcenter
4057,4057,5953 W Park Ave,Fast Food Restaurants,Houma,US,29.631622999999998,-90.756727,Chick-fil-A,70364,LA,http://www.chick-fil-a.com
4058,4058,69280 Highway 21,Fast Food Restaurant,Covington,US,30.442456,-90.14316099999999,Chick-fil-A,70433,LA,http://www.chick-fil-a.com/covington-highway21
4059,4059,4801 Outer Loop,Fast Food Restaurant,Louisville,US,38.13812,-85.673377,Chick-fil-A,40219,KY,"http://www.chick-fil-a.com/jeffersonmall,http://www.chick-fil-a.com"
4067,4067,210 W Mercer St,Fast Food,Seattle,US,47.624604,-122.359508,KFC,98119,WA,http://www.kfc.com/
4215,4215,173 Washington Ave,Fast Food Restaurants,North Haven,US,41.398590000000006,-72.853325,Popeyes,6473,CT,http://www.popeyes.com
4225,4225,4411 Lemmon Ave,Fast Food Restaurants,Dallas,US,32.818159,-96.81343000000001,Wingstop,75219,TX,"http://order.wingstop.com/menu/wingstop-27-dallas-tx-75219,http://www.wingstop.com"
4248,4248,885 Thornton Road,Fast Food,Lithia Springs,US,33.780097999999995,-84.608289,Bojangles,30122,GA,"http://www.atlbo.com/now-hiring/,http://locations.bojangles.com/ga/lithia-springs/885-thornton-road.html"
4353,4353,12000 NW 7th Ave,Latin American Restaurant and Fast Food Restaurant,Miami,US,25.884975,-80.211016,Pollo Tropical,33168,FL,http://pollotropical.com
4515,4515,527 W Main St,Fast Food Restaurants,New Britain,US,41.665896999999994,-72.799648,Popeyes,6053,CT,http://www.popeyes.com
4551,4551,1210 E 2nd St,Fast Food Restaurant,Edmond,US,35.652151,-97.46391,Chick-fil-A,73034,OK,http://www.chick-fil-a.com/northedmond
5113,5113,20101 Sherman Way,Fast Food,Winnetka,US,34.201137,-118.571032,KFC,91306,CA,http://www.kfc.com/
5114,5114,12910 Foothill Blvd,Fast Food,Sylmar,US,34.294302,-118.416051,KFC,91342,CA,http://kfc.com/
5274,5274,529 N Stewart St,Fast Food Restaurant and Food,Azle,US,32.893012,-97.537666,Chicken Express,76020,TX,http://www.chickene.com
5275,5275,1711 Bethel Rd,Fast Food Restaurant and Food,Weatherford,US,32.736443,-97.800159,Chicken Express,76086,TX,"http://www.chickene.com,http://chickene.com"
5277,5277,1270 S Southwest Loop 323,Fast Food Restaurant,Tyler,US,32.336239,-95.340249,Chicken Express,75701,TX,http://www.chickene.com
5278,5278,4308 College Ave,Fast Food Restaurants,Snyder,US,32.698772,-100.919125,Chicken Express,79549,TX,http://www.chickene.com
5439,5439,14150 SW 8th St,Fast Food Restaurant,Miami,US,25.760929,-80.424805,Pollo Tropical,33184,FL,"http://pollotropical.com/,http://pollotropical.com"
5440,5440,1819 S Federal Hwy,Fast Food Restaurant,Fort Lauderdale,US,26.098710999999998,-80.13708199999999,Pollo Tropical,33316,FL,http://pollotropical.com
5600,5600,221 Banks Sta,Fast Food Restaurant,Fayetteville,US,33.468348,-84.442533,Chick-fil-A,30214,GA,https://www.chick-fil-a.com/Locations/GA/Fayetteville-Dwarf-House
5601,5601,3555 Peachtree Industrial Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Duluth,US,34.001608000000004,-84.169754,Chick-fil-A,30096,GA,"http://www.chick-fil-a.com/peachtreeind,http://chick-fil-a.com/peachtreeind"
5602,5602,3410 Camp Creek Pkwy,Fast Food Restaurant and Fried Chicken Joint,Atlanta,US,33.653994,-84.506169,Chick-fil-A,30344,GA,"http://www.chick-fil-a.com/campcreekplace,http://www.chick-fil-a.com,http://chick-fil-a.com/campcreekplace"
5603,5603,1065 Cleveland Ave,Fast Food Restaurants,Atlanta,US,33.681416,-84.42397700000001,Chick-fil-A,30344,GA,"http://www.chick-fil-a.com/clevelandavenue,http://www.chick-fil-a.com,http://chick-fil-a.com/clevelandavenue"
5604,5604,1517 W Walnut Ave,Fast Food Restaurant,Dalton,US,34.760464,-84.996358,Chick-fil-A,30720,GA,"http://www.chick-fil-a.com/dalton,http://www.chick-fil-a.com"
5605,5605,115 Cherokee Pl,Fast Food Restaurant,Cartersville,US,34.17173,-84.78239599999999,Chick-fil-A,30121,GA,"http://www.chick-fil-a.com/cherokeeplace,http://www.chick-fil-a.com"
5606,5606,2922 Watson Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Centerville,US,32.618462,-83.684043,Chick-fil-A,31028,GA,"http://www.chick-fil-a.com,http://chick-fil-a.com/galleriaatcenterville"
5607,5607,130 Keith Dr,Fast Food Restaurant,Canton,US,34.257257,-84.46384599999999,Chick-fil-A,30114,GA,"http://www.chick-fil-a.com/cantonriverstone,http://www.chick-fil-a.com"
5608,5608,3235 Buford Dr,Fast Food Restaurant,Buford,US,34.064684,-83.988919,Chick-fil-A,30519,GA,"http://www.chick-fil-a.com/mallofgeorgiaonbuforddrive,http://www.chick-fil-a.com/mallofgaatmillcreek"
5609,5609,70 Golden Isles Plz,Fast Food Restaurant,Brunswick,US,31.212234000000002,-81.491626,Chick-fil-A,31520,GA,http://www.chick-fil-a.com/goldenislesplaza
5610,5610,340 Boulevard NE,Fast Food,Atlanta,US,33.763596,-84.37228499999999,Chick-fil-A,30312,GA,"http://www.chick-fil-a.com/atlantamedicalcenter,http://chick-fil-a.com/,http://chick-fil-a.com/atlantamedicalcenter,http://www.chick-fil-a.com"
5611,5611,3450 Wrightsboro Rd,Fast Food Restaurants,Augusta,US,33.467304999999996,-82.08037,Chick-fil-A,30909,GA,"http://www.chick-fil-a.com/augustamall,http://chick-fil-a.com/augustamall"
5612,5612,2601 Dawson Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Albany,US,31.6135,-84.215807,Chick-fil-A,31707,GA,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/albanymall"
5613,5613,2703 Dawson Rd,Fast Food Restaurant,Albany,US,31.615919,-84.21923000000001,Chick-fil-A,31707,GA,"http://www.chick-fil-a.com/albanysquare,http://www.chick-fil-a.com,http://chick-fil-a.com/albanysquare"
5663,5663,333 Cornelia St,Fast Food Restaurant,Plattsburgh,US,44.697027,-73.48049,KFC,12901,NY,http://www.kfc.com
5666,5666,212 14th Street,Fast Food Restaurant,Williston,US,48.158162,-103.626886,KFC,58801,ND,http://www.kfc.com
5667,5667,1711 W Palestine Ave,Fast Food Restaurant,Palestine,US,31.752737,-95.64949,KFC,75801,TX,http://www.kfc.com
5668,5668,9227 Cullen Blvd,Fast Food Restaurants,Houston,US,29.657598999999998,-95.355189,KFC,77051,TX,"http://kfc.com,http://www.kfc.com"
5675,5675,3340 Mall Loop Dr Louis Joliet Mall Louis Joliet Mall,Fast Food Restaurant,Joliet,US,41.575031,-88.15616700000001,KFC, 60431-1057,IL,http://www.kfc.com
5682,5682,9445 Greenwell Springs Rd,Fast Food Restaurant,Baton Rouge,US,30.486089,-91.082851,KFC,70814,LA,"http://kfc.com,http://www.kfc.com"
5687,5687,41850 Moreno Rd,Fast Food Restaurant,Temecula,US,33.529215,-117.132981,KFC,92590,CA,"http://kfc.com,http://www.kfc.com"
5690,5690,294 W Granada Blvd,Fast Food Restaurant,Ormond Beach,US,29.282165999999997,-81.063285,KFC,32174,FL,http://www.kfc.com
5694,5694,1817 Mount Holly Rd,Fast Food Restaurant,Burlington,US,40.052507,-74.841615,Chick-fil-A,8016,NJ,http://www.chick-fil-a.com/burlingtontownship
5696,5696,2017 Lake Rd,Fast Food Restaurant,Hiram,US,33.890714,-84.750513,Bojangles,30141,GA,http://www.bojangles.com
5702,5702,3601 S Bristol St,Fast Food Restaurant,Santa Ana,US,33.699643,-117.88502199999999,Chick-fil-A,92704,CA,http://www.chick-fil-a.com/bristolatmacarthur
5716,5716,705 W Newport Pike,Fast Food Restaurant,Wilmington,US,39.714249,-75.617018,KFC,19804,DE,"http://kfc.com,http://www.kfc.com"
5721,5721,3826 US Highway 23,Fast Food Restaurant,Portsmouth,US,38.783775,-82.984373,KFC,45662-8620,OH,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJlu_3Me6FCmkfhdLgCLORGwuJu-Vb8X_fyxXHVAyPlVJt3WLMfICTTn8Mb0BD4j7ZNQ6uIvmhgfpOEmFsZ2lvuR_9PO04QG12Nu3l0UH4mj3nWkawAUICcLiMSkNN1u_818HXW9WVQoo_SBFoAlSfcYiKeP_fdhxMEJiiDasmV4YpKZHILKe-dfdzIkEzq2vBJCpxcVxxZXcgd4i8_eUipZ0NbNPYPB1Hf3uTNNoIMCkHtuTkwP0sxuWTbkkpeGLp2vlMsJRNPqH3UL5w9_EaIa9mWWiQqsm4tAghEx4Kqn4lwP28JdK6Q8lxQgKNXYyXp6ULrRLqdViHsSzi9y1JaA&placement=listing_profile&cs_user=unknown&cs_session=d4ab64f275bbeac90f9aded801fe5f4282555bfb,http://kfc.com,http://www.kfc.com"
5728,5728,17513 Bruce B Downs Blvd,Fast Food Restaurants,Tampa,US,28.127159999999996,-82.368126,Chick-fil-A,33647,FL,"http://chick-fil-a.com/newtampa,http://www.chick-fil-a.com/newtampa"
5731,5731,5802 Charlotte Pike,Fast Food Restaurant,Nashville,US,36.149553999999995,-86.861804,KFC,37209,TN,http://www.kfc.com
5746,5746,2727 Fairfield Commons Blvd,Fast Food Restaurants,Dayton,US,39.76699,-84.05674599999999,Chick-fil-A,45431,OH,"http://www.chick-fil-a.com/mallatfairfieldcommons,http://www.chick-fil-a.com"
5750,5750,2180 W Broad St,Fast Food Restaurant,Athens,US,33.950443,-83.408596,KFC,30606,GA,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJCGON6X3gqoN72POqeo_mk2t10Vye4BlEN8eihkJdQgo4lX1iJ3qwXWki9jwBuDaHQOh8yJju4SuMbL_wUpGsNCXL9s5orsRZd9w9SFncwzcnePrJoaWBAg4MynXdaMIM0nEeVFgoTQgUfAT5kjg76_LWAOcUeqqqkPgJdaGToraRIpUc6FHraBb3AAaNRGZK-VthpdhW1hraADoJo3Net-osJcwR0_MJrYMwQen4Enh2smkH6iAt0IsR0B6K1Ft8x_yRr9v2u5kJiqqjeG7dCwroja-JYnvFlcQRHRpvavp4mnNxUTlIJUvAIbtc61yrywywAb5pM6z8GKNfZImogA&placement=listing_profile&cs_user=unknown&cs_session=c19ff3fdbb81549087fe3cb110ada0e432d1c968,http://www.kfc.com"
5760,5760,434 Woodbridge Ctr,Fast Food Restaurants,Woodbridge,US,40.556096999999994,-74.297002,Chick-fil-A,7095,NJ,"http://www.chick-fil-a.com/woodbridgecenter,http://www.chick-fil-a.com"
5761,5761,1115 Paris Rd,Fast Food Restaurants,Mayfield,US,36.723490999999996,-88.62818,KFC,42066,KY,"http://kfc.com,http://www.kfc.com"
5774,5774,908 Barnes Crossing Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Tupelo,US,34.316271,-88.703727,Chick-fil-A,38804,MS,"http://www.chick-fil-a.com/thompsonsquare,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJoLNr4Ux1DB_kry2JB5bE83FteHeuIclqspRpPSMGCPX1EzbSX08uBY4KJhkOV-KQN5uXxqpQQd0nkCIKXYqAF3z3FLW4Rd65GUgGTyC1OYPUtAneAA85hXpZws1M9CwZgaHHI1EPvP3V2XNWepV61TSASyAJk2BWPgrby1fs8p2IowiqOKO-sLAk6MyMQFCKhgQMdRxNXsQUNz1ifaoWL7LL22xDhjrmhozwiCTsMfalEwiGSNfGlgI37qws1mGUDGd3f6GxJVqqBVUXfPPuucEG0c0D37EIG2SwZ6_q9ZXXJ2xFvDhR89-eVm18CdgmepYeZjgwbXdO-vIzqviz2AZzIPrqb2NN&placement=listing_profile&cs_user=unknown&cs_session=1ffdcffe9f5e24181b385fb0a9d7d8b8dcb0f440"
5799,5799,356 Whiteville,Fast Food,Shallotte,US,33.974298,-78.40225799999999,Bojangles,28470,NC,"http://www.bojangles.com,http://locations.bojangles.com/nc/shallotte/356-whiteville.html"
5818,5818,2992 N College Ave,Fast Food Restaurant,Fayetteville,US,36.106162,-94.145696,KFC,72703,AR,http://www.kfc.com
5826,5826,533 Highway 90,Fast Food Restaurant,Bay Saint Louis,US,30.318225,-89.34435500000001,Popeyes,39520,MS,http://popeyes.com
5827,5827,1701 S Gloster St,Fast Food Restaurants,Tupelo,US,34.219182,-88.719546,Popeyes,38801,MS,http://popeyes.com
5843,5843,6792 Cherry Ave,Fast Food,Long Beach,US,33.877909,-118.168233,Wingstop,90805,CA,"http://www.wingstop.com/,http://order.wingstop.com/menu/wingstop-507-long-beach-ca-90805"
5865,5865,85 Parkhurst Rd,Fast Food Restaurant,Chelmsford,US,42.62576,-71.359546,Popeyes,1824,MA,http://www.popeyes.com
5875,5875,13435 N Highway 183,Fast Food Restaurant,Austin,US,30.448117,-97.789305,KFC,78750,TX,"http://kfc.com,http://www.kfc.com"
5880,5880,7832 Richmond Hwy,Fast Food Restaurant,Alexandria,US,38.745239,-77.08431999999999,Popeyes,22306,VA,"http://popeyes.com,http://www.popeyes.com"
5889,5889,7604 Old State Road 60,Fast Food Restaurant,Sellersburg,US,38.371705,-85.757802,KFC,47172,IN,"http://kfc.com,http://www.kfc.com"
5905,5905,6515 W Loop 1604N,Fast Food Restaurant,San Antonio,US,29.498362,-98.70389399999999,Pollo Tropical,78254,TX,http://pollotropical.com
5915,5915,7010 Central Ave SE,Fast Food Restaurant,Albuquerque,US,35.075613,-106.56873999999999,KFC,87108,NM,"http://kfc.com,http://www.kfc.com"
5934,5934,626 Atlantic Blvd,Fast Food Restaurant,Neptune Beach,US,30.324208000000002,-81.404114,KFC,32266,FL,http://www.kfc.com
5935,5935,1190 NW 62nd St,Fried Chicken Joint and Fast Food Restaurant Model City,Miami,US,25.831756,-80.216247,KFC,33150,FL,"http://kfc.com,http://www.kfc.com"
5937,5937,1180 N Shoop Ave,Fast Food Restaurant,Wauseon,US,41.563837,-84.134158,KFC,43567,OH,"http://kfc.com,http://www.kfc.com"
5950,5950,23925 Linden Blvd,Fast Food Restaurant,Elmont,US,40.690328,-73.723623,Popeyes,11003,NY,http://www.bk.com
5951,5951,5800 Perkiomen Ave,Fast Food Restaurant,Reading,US,40.29623,-75.84056899999999,KFC,19606,PA,http://www.kfc.com
5969,5969,315 N Bittersweet Rd,Fast Food Restaurant,Mishawaka,US,41.665239,-86.110049,KFC,46544,IN,"http://www.kfc.com/,http://kfc.com,http://www.kfc.com"
5973,5973,25320 Gratiot Ave,Fast Food Restaurants,Roseville,US,42.482252,-82.945722,KFC,48066,MI,http://www.kfc.com
5982,5982,8190 W Commercial Blvd,Fast Food Restaurant,Fort Lauderdale,US,26.19333,-80.25870400000001,Chick-fil-A,33351,FL,http://www.chick-fil-a.com/lauderhill
5983,5983,13006 W Indian School Rd,Fast Food,Litchfield Park,US,33.493293,-112.287416,KFC,85340,AZ,"http://www.kfc.com/,http://www.kfc.com"
5984,5984,2656 W 12th St,Fast Food Restaurants,Erie,US,42.10202,-80.140725,KFC,16505,PA,"http://kfc.com,http://www.kfc.com"
5986,5986,4112 Lankford Highway,Fast Food Restaurant,Exmore,US,37.523204,-75.83216,KFC,23350,VA,http://www.kfc.com
5991,5991,3507 McCann Rd,Fast Food Restaurant,Longview,US,32.539153000000006,-94.754768,Golden Chick,75605,TX,"http://locations.goldenchick.com/tx/longview/1136/,http://goldenchick.com,http://locations.goldenchick.com/tx/longview/1136"
6001,6001,717 12th St SE,Fast Food Restaurant,Rochester,US,44.007282000000004,-92.452914,KFC,55904,MN,http://www.kfc.com
6022,6022,4502 W Fuqua St,Fast Food Restaurants,Houston,US,29.61365,-95.446252,Popeyes,77045,TX,http://www.popeyes.com
6023,6023,845 E 149th St,Fried Chicken Joint and Fast Food Restaurant West Bronx,Bronx,US,40.812364,-73.904463,Popeyes,10455,NY,"http://popeyes.com,http://www.popeyes.com"
6026,6026,8322 US Highway 51 N,Fast Food Restaurant,Millington,US,35.353446999999996,-89.896846,KFC,38053,TN,http://www.kfc.com
6066,6066,3050 Service Road I55,Fast Food Restaurant,Marion,US,35.207853,-90.204615,KFC,72364,AR,"http://kfc.com,http://www.kfc.com,http://tacobell.com"
6072,6072,6540 W Thomas Rd,Fast Food Restaurant,Phoenix,US,33.480788000000004,-112.20085300000001,Popeyes,85033,AZ,http://www.popeyes.com
6079,6079,13745 Paramount Blvd,Fast Food Restaurant,South Gate,US,33.910865,-118.16094,Popeyes,90280,CA,http://www.popeyes.com
6088,6088,7901 N Oracle Rd,Fast Food Restaurant,Tucson,US,32.349872,-110.97581699999999,KFC,85704,AZ,"http://kfc.com,http://www.kfc.com"
6094,6094,8036 Pacific Ave 313,Fast Food Restaurant,Tacoma,US,47.183343,-122.43433700000001,KFC,98408,WA,http://www.kfc.com
6097,6097,1410 25th Street NW,Fast Food Restaurant,Cleveland,US,35.190157,-84.881077,Bojangles,37312,TN,http://www.bojangles.com
6103,6103,300 Main St,Fast Food Restaurant,Nashua,US,42.75091,-71.4606,KFC,3060,NH,"http://kfc.com,http://www.kfc.com"
6109,6109,3026 N Ashley St,Fast Food Restaurants,Valdosta,US,30.873267,-83.290779,KFC,31602,GA,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJhqeioVpKOCpGSwHbC4LY47z29HEplMNgM6NdD0QQs6pnARv5t4rTGItHadZw9IPn1Uw89jXhS4XorNOD7fGXUF-X2Rr0MdCmwSHOauVzqxNkbWs0-d3X50ew9_bgl1uRAREtr6iCQIiGDjQo65MehXH_gA3CVredBKhydjOAoAsMWMBKUSGbLgMzwOLYx5TlURRxpwE5pfAaXQYVTD6L0FzTKAYhVvxYMa0Rdh-QnI_EA5zWGWXVRletb0tsOKtQKy_94sD2xu2H_nwXQkKlh6RZvFcwbt58rbjl1xkZ-KClafy95azCLJHsdrBgsnEy4ddyWYZh-etcpU2v5gxJUA&placement=listing_profile&cs_user=unknown&cs_session=c0389c0fbc72f6565bcfb58ff68ac5bd81300638,http://www.kfc.com"
6118,6118,958 Bethel St,Fast Food Restaurant,Clover,US,35.106429999999996,-81.21077,KFC,29710,SC,http://www.kfc.com
6131,6131,3220 Solomons Island Rd,Fast Food Restaurant,Edgewater,US,38.932320000000004,-76.568046,Chick-fil-A,21037,MD,"http://www.chick-fil-a.com/edgewater-md,http://www.chick-fil-a.com"
6149,6149,6880 Highway 64,Fast Food Restaurants,Oakland,US,35.228561,-89.522319,KFC,38060,TN,http://www.kfc.com
6158,6158,6140 N Mesa St,Fast Food Restaurant,El Paso,US,31.831673,-106.531539,KFC,79912,TX,"http://kfc.com,http://www.kfc.com"
6176,6176,171 Danada Sq E,Fast Food,Wheaton,US,41.831161,-88.10346700000001,KFC,60189,IL,http://kfc.com
6180,6180,5425 Blueberry Ln,Fast Food Restaurants,Fruitport,US,43.153785,-86.198768,KFC,49415,MI,http://www.kfc.com
6182,6182,1525 W W T Harris Blvd,Fast Food Restaurant,Charlotte,US,35.311307,-80.772514,Chick-fil-A,28262,NC,"http://www.chick-fil-a.com/wachoviabank,http://chick-fil-a.com/wachoviabank"
6198,6198,1290 N Warpole St,Fast Food Restaurants,Upper Sandusky,US,40.839974,-83.292873,KFC,43351,OH,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ5gWB3fWrVrfMy3i4Z7_W136WJyMDOVzDL5ygkAP_01EaRM0xyC8uyG4_VCuHKm5d3maa2bTY0NLbED2uyBfMYDbXQlZTVLu2DnqBnl2mFHr1V5nYUxjkekgJuj-qzoeR_Lmk-sJVc2X4prsRzUZ4s1Ws_kQQZE-M6bJX3JkU4vHLNKdIb0yef3v34AUd5pMRq82jVPrJ6-8yit18p_Du3JP7IjVZX9sjcPQUBdrjrkGqW7BPJxZ_zUihSqC6tyfpqP2_z87nsOJI2Y7IE_CnV7ZPtGfYItYud9rWIgFunY_0ABGC0rL88hotG2sKqcNf-HsbwBXxLgX8NlDeoSXIBg&placement=listing_profile&cs_user=unknown&cs_session=44c8c336700c141168551738d393c1e7da86757a,http://www.kfc.com"
6200,6200,1 W Burnside Ave,Fast Food Restaurant,Bronx,US,40.853766,-73.90733900000001,KFC,10453,NY,"http://kfc.com,http://www.kfc.com"
6206,6206,4303 Lemmon Ave,Fast Food,Dallas,US,32.81674,-96.81180400000001,KFC,75219,TX,http://www.kfc.com/
6755,6755,1906 W Broadway Ave,Fast Food Restaurants,Sulphur,US,34.506311,-96.99327199999999,Golden Chick,73086,OK,"http://locations.goldenchick.com/ok/sulphur/1160,http://locations.goldenchick.com/ok/sulphur/1160/,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ5bcgUgbcevZFpMmE52yDup501RSAQsMY3wgl4YK7G65X8fvqViJQAsWrM45rhj-ytPMv1uMxHA0MWNSAv5KhSswkLHAxefYywjMisFqEWAuYY3logYDMGV93dyG4q0fWFncq0lJu6nEcveAQhfv2JcMrnU3ZcOAnWg4SB8DlGqGm9KGESlMl0wzqZMFXqUo_0WdPs0CcAabcTrmJE2cvOjL4CJ4GjmKtUDw9oGXEcCyYLel7BVVIC1Vaw_qb54e3JNwUHzViPl2KvnwYtFmNMVFRPgVyIdpnodPS-NFyx_klEGFyCvxpSbh5Hs8wZd5Hjz7yBcxGolm65fVbkQkjLCx_9qFK74z7znEIjSEjuSk&placement=listing_profile&cs_user=unknown&cs_session=15a0bbe32799712cace77a449a30e558eed10c02,http://goldenchick.com"
6756,6756,1207 E Wise St,Fast Food Restaurant,Bowie,US,33.550876,-97.836264,Golden Chick,76230,TX,"http://locations.goldenchick.com/tx/bowie/1167,http://locations.goldenchick.com/tx/bowie/1167/"
6757,6757,616 W Stassney Ln,Fast Food Restaurant and Fried Chicken Joint South Congress,Austin,US,30.208436,-97.781257,Golden Chick,78745,TX,"http://locations.goldenchick.com/tx/austin/1043/,http://goldenchick.com"
6759,6759,9600 N Lamar Blvd,Fast Food Restaurant and Fried Chicken Joint,Austin,US,30.365671000000003,-97.695913,Golden Chick,78753,TX,http://goldenchick.com
6760,6760,1320 N Hamilton Rd,Fast Food Restaurants,Columbus,US,40.054614,-82.863745,Raising Cane's,43230,OH,http://raisingcanes.com
6827,6827,1022 Highway 377 N,Fast Food Restaurants,Whitesboro,US,33.638354,-96.90817,Golden Chick,76273,TX,"http://locations.goldenchick.com/tx/whitesboro/1154,http://goldenchick.com"
6828,6828,1741 W Oaklawn Rd,Fast Food Restaurant,Pleasanton,US,28.945028999999998,-98.505655,Golden Chick,78064,TX,"http://locations.goldenchick.com/tx/pleasanton/1035,http://goldenchick.com"
